"Drug Name","Active Ingredient","Application Number","Application Type","Supplement Date","Database Updated","Link"
"SYNRIBO","OMACETAXINE MEPESUCCINATE","203585","NDA","11/26/2019","12/06/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1113"
"SYNTHROID","LEVOTHYROXINE SODIUM","021402","NDA","02/20/2024","02/22/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=859"
"TABRECTA","CAPMATINIB HYDROCHLORIDE","213591","NDA","03/14/2024","03/21/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2653"
"TACLONEX","BETAMETHASONE DIPROPIONATE; CALCIPOTRIENE HYDRATE","021852","NDA","12/21/2018","01/02/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1814"
"TACLONEX","BETAMETHASONE DIPROPIONATE; CALCIPOTRIENE","022185","NDA","07/25/2019","07/30/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1997"
"TAFINLAR","DABRAFENIB MESYLATE","202806","NDA","07/11/2024","07/17/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1115"
"TAFINLAR","DABRAFENIB MESYLATE","217514","NDA","07/11/2024","07/25/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2923"
"TAGAMET HB","CIMETIDINE","020238","NDA","03/26/2019","03/29/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1903"
"TAGITOL V","BARIUM SULFATE","208143","NDA","08/04/2017","08/29/2017","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1242"
"TAGRISSO","OSIMERTINIB MESYLATE","208065","NDA","09/25/2024","09/27/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=270"
"TALICIA","AMOXICILLIN; OMEPRAZOLE MAGNESIUM; RIFABUTIN","213004","NDA","05/01/2024","05/03/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2362"
"TALTZ","IXEKIZUMAB","125521","BLA","08/20/2024","08/22/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1127"
"TALWIN","PENTAZOCINE LACTATE","016194","NDA","10/07/2019","10/08/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=664"
"TALZENNA","TALAZOPARIB TOSYLATE","211651","NDA","06/20/2023","06/21/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2070"
"TAMIFLU","OSELTAMIVIR PHOSPHATE","021087","NDA","08/02/2019","08/05/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=128"
"TAMIFLU","OSELTAMIVIR PHOSPHATE","021246","NDA","08/02/2019","08/05/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=129"
"TANZEUM","ALBIGLUTIDE","125431","BLA","12/20/2017","12/27/2017","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=411"
"TARCEVA","ERLOTINIB HYDROCHLORIDE","021743","NDA","10/18/2016","10/19/2016","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=445"
"TARGINIQ","NALOXONE HYDROCHLORIDE; OXYCODONE HYDROCHLORIDE","205777","NDA","09/18/2018","09/28/2018","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=721"
"TARKA","TRANDOLAPRIL; VERAPAMIL HYDROCHLORIDE","020591","NDA","08/20/2019","08/26/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=18"
"TARPEYO","BUDESONIDE","215935","NDA","06/05/2024","06/07/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2901"
"TASCENSO ODT","FINGOLIMOD LAURYL SULFATE","214962","NDA","06/05/2024","06/07/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2828"
"TASIGNA","NILOTINIB HYDROCHLORIDE MONOHYDRATE","022068","NDA","02/08/2024","02/12/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=457"
"TAUVID","FLORTAUCIPIR F-18","212123","NDA","02/05/2024","02/07/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2914"
"TAVNEOS","AVACOPAN","214487","NDA","06/03/2024","06/12/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2982"
"TAXOTERE","DOCETAXEL","020449","NDA","01/18/2023","01/25/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1698"
"TAYTULLA","ETHINYL ESTRADIOL; NORETHINDRONE ACETATE","204426","NDA","06/26/2023","06/28/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1223"
"TAZORAC","TAZAROTENE","020600","NDA","04/16/2018","04/22/2018","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1142"
"TAZORAC","TAZAROTENE","021184","NDA","07/21/2017","07/25/2017","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1141"
"TAZVERIK","TAZEMETOSTAT HYDROBROMIDE","211723","NDA","08/13/2024","01/15/2025","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2878"
"TECENTRIQ","ATEZOLIZUMAB","761034","BLA","04/22/2024","04/26/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1473"
"TECFIDERA","DIMETHYL FUMARATE","204063","NDA","03/12/2024","03/14/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=46"
"TECHNESCAN","TECHNETIUM TC-99M OXIDRONATE KIT","018321","NDA","03/31/2017","04/04/2017","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=935"
"TECHNESCAN PYP KIT","TECHNETIUM TC-99M PYROPHOSPHATE KIT","017538","NDA","03/21/2017","03/23/2017","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=912"
"TECHNETIUM TC 99M ALBUMIN AGGREGATED KIT","TECHNETIUM TC-99M ALBUMIN AGGREGATED KIT","017881","BLA","12/01/2023","12/07/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2888"
"TECHNIVIE","OMBITASVIR; PARITAPREVIR; RITONAVIR","207931","NDA","12/06/2019","12/09/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=20"
"TECVAYLI","TECLISTAMAB-CQYV","761291","BLA","05/28/2024","05/30/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2827"
"TEFLARO","CEFTAROLINE FOSAMIL","200327","NDA","11/27/2020","12/01/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=372"
"TEGRETOL","CARBAMAZEPINE","016608","NDA","09/13/2023","09/18/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1491"
"TEGRETOL","CARBAMAZEPINE","018281","NDA","03/20/2018","03/26/2018","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1492"
"TEGRETOL","CARBAMAZEPINE","018927","NDA","03/20/2018","03/26/2018","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1493"
"TEGRETOL-XR","CARBAMAZEPINE","020234","NDA","03/20/2018","03/26/2018","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1494"
"TEGSEDI","INOTERSEN SODIUM","211172","NDA","01/12/2024","01/17/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2100"
"TEKAMLO","ALISKIREN HEMIFUMARATE; AMLODIPINE BESYLATE","022545","NDA","11/04/2016","11/18/2016","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=534"
"TEKTURNA","ALISKIREN HEMIFUMARATE","021985","NDA","06/17/2020","06/24/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=535"
"TEKTURNA HCT","ALISKIREN HEMIFUMARATE; HYDROCHLOROTHIAZIDE","022107","NDA","09/28/2020","10/01/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=538"
"TEMIXYS","LAMIVUDINE; TENOFOVIR DISOPROXIL FUMARATE","211284","NDA","10/29/2019","10/30/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2098"
"TEMODAR","TEMOZOLOMIDE","021029","NDA","09/14/2023","09/18/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1299"
"TEMODAR","TEMOZOLOMIDE","022277","NDA","09/14/2023","09/18/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1300"
"TENORETIC 100","ATENOLOL; CHLORTHALIDONE","018760","NDA","12/22/2023","12/27/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2905"
"TENORETIC 50","ATENOLOL; CHLORTHALIDONE","018760","NDA","12/22/2023","12/27/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2906"
"TENORMIN","ATENOLOL","018240","NDA","12/22/2023","12/27/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2907"
"TEPEZZA","TEPROTUMUMAB-TRBW","761143","BLA","07/17/2023","07/19/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2544"
"TEPMETKO","TEPOTINIB HYDROCHLORIDE","214096","NDA","02/15/2024","02/16/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2745"
"TESTIM","TESTOSTERONE","021454","NDA","11/30/2020","12/02/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=492"
"TESTOSTERONE","TESTOSTERONE","202763","NDA","10/25/2016","02/11/2016","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=494"
"TESTOSTERONE","TESTOSTERONE","203098","NDA","10/25/2016","02/11/2016","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=488"
"TETRACAINE HYDROCHLORIDE","TETRACAINE HYDROCHLORIDE","208135","NDA","02/28/2022","03/02/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2593"
"TETRACAINE HYDROCHLORIDE","TETRACAINE HYDROCHLORIDE","210821","NDA","02/22/2022","02/25/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2587"
"THALITONE","CHLORTHALIDONE","019574","NDA","09/17/2019","09/18/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2062"
"THALLOUS CHLORIDE TL 201","THALLOUS CHLORIDE TL-201","018150","NDA","07/13/2016","08/30/2016","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=325"
"THALOMID","THALIDOMIDE","020785","NDA","02/25/2021","03/03/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=813"
"THIOGUANINE","THIOGUANINE","012429","NDA","07/09/2024","07/12/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1588"
"THIOLA","TIOPRONIN","019569","NDA","06/28/2019","07/02/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1983"
"THIOLA EC","TIOPRONIN","211843","NDA","03/08/2021","03/11/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2424"
"THYRO-TABS","LEVOTHYROXINE SODIUM","021116","NDA","11/16/2023","11/20/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1323"
"THYROGEN","THYROTROPIN ALFA","020898","BLA","03/12/2020","03/13/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1035"
"TIAZAC","DILTIAZEM HYDROCHLORIDE","020401","NDA","11/18/2016","11/22/2016","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=565"
"TIBSOVO","IVOSIDENIB","211192","NDA","10/24/2023","10/27/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1934"
"TIGAN","TRIMETHOBENZAMIDE HYDROCHLORIDE","017531","NDA","03/13/2017","03/14/2017","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=889"
"TIGECYCLINE","TIGECYCLINE","205645","NDA","11/16/2020","11/19/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1909"
"TIGECYCLINE","TIGECYCLINE","208744","NDA","10/21/2020","10/26/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2344"
"TIGECYCLINE","TIGECYCLINE","211158","NDA","07/31/2020","08/04/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2297"
"TIGLUTIK KIT","RILUZOLE","209080","NDA","05/11/2020","05/13/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2138"
"TIMOLOL MALEATE","TIMOLOL MALEATE","020963","NDA","05/28/2024","05/30/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2962"
"TIMOPTIC","TIMOLOL MALEATE","018086","NDA","08/09/2016","08/30/2016","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=286"
"TIMOPTIC IN OCUDOSE","TIMOLOL MALEATE","019463","NDA","04/06/2017","04/09/2017","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=968"
"TIMOPTIC-XE","TIMOLOL MALEATE","020330","NDA","07/16/2018","07/18/2018","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1633"
"TINDAMAX","TINIDAZOLE","021618","NDA","12/15/2021","12/17/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1969"
"TIROSINT","LEVOTHYROXINE SODIUM","021924","NDA","12/08/2017","12/13/2017","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1036"
"TIROSINT-SOL","LEVOTHYROXINE SODIUM","206977","NDA","11/16/2023","11/17/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2879"
"TIVDAK","TISOTUMAB VEDOTIN-TFTV","761208","BLA","04/29/2024","05/01/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2822"
"TIVICAY","DOLUTEGRAVIR SODIUM","204790","NDA","04/18/2024","04/19/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=138"
"TIVICAY PD","DOLUTEGRAVIR SODIUM","213983","NDA","04/18/2024","04/19/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2433"
"TIVORBEX","INDOMETHACIN","204768","NDA","04/28/2021","05/07/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=207"
"TNKASE","TENECTEPLASE","103909","BLA","03/31/2023","04/03/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1461"
"TOBI","TOBRAMYCIN","050753","NDA","02/10/2023","02/13/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1695"
"TOBI PODHALER","TOBRAMYCIN","201688","NDA","02/10/2023","02/28/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2292"
"TOBRADEX","DEXAMETHASONE; TOBRAMYCIN","050592","NDA","05/14/2021","05/18/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2244"
"TOBRADEX","DEXAMETHASONE; TOBRAMYCIN","050616","NDA","05/14/2021","05/19/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2243"
"TOBRADEX ST","DEXAMETHASONE; TOBRAMYCIN","050818","NDA","08/16/2022","08/19/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2656"
"TOBRAMYCIN SULFATE","TOBRAMYCIN SULFATE","050789","NDA","02/10/2023","02/13/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2222"
"TOBREX","TOBRAMYCIN","050541","NDA","05/14/2021","05/18/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2246"
"TOBREX","TOBRAMYCIN","050555","NDA","05/14/2021","05/17/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2245"
"TOFIDENCE","TOCILIZUMAB-BAVI","761354","BLA","12/03/2024","12/06/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2994"
"TOLAK","FLUOROURACIL","022259","NDA","08/25/2022","09/02/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2670"
"TOLSURA","ITRACONAZOLE","208901","NDA","10/25/2024","10/30/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=3041"
"TOPAMAX","TOPIRAMATE","020505","NDA","05/03/2023","05/08/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1063"
"TOPAMAX","TOPIRAMATE","020844","NDA","05/03/2023","05/08/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1064"
"TOPAMAX SPRINKLE","TOPIRAMATE","020844","NDA","05/03/2023","05/08/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1065"
"TOPICORT","DESOXIMETASONE","204141","NDA","10/07/2021","10/14/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2537"
"TOPOTECAN HYDROCHLORIDE","TOPOTECAN HYDROCHLORIDE","022453","NDA","06/24/2019","06/27/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=8"
"TOPOTECAN HYDROCHLORIDE","TOPOTECAN HYDROCHLORIDE","200582","NDA","12/16/2019","12/20/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=373"
"TOPROL-XL","METOPROLOL SUCCINATE","019962","NDA","03/10/2023","03/14/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2576"
"TORISEL","TEMSIROLIMUS","022088","NDA","03/23/2018","03/27/2018","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1080"
"TOTECT","DEXRAZOXANE HYDROCHLORIDE","022025","NDA","11/02/2020","11/04/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1451"
"TOUJEO MAX SOLOSTAR","INSULIN GLARGINE RECOMBINANT","206538","BLA","08/29/2024","09/04/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2110"
"TOUJEO SOLOSTAR","INSULIN GLARGINE RECOMBINANT","206538","BLA","08/29/2024","09/04/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1497"
"TOVIAZ","FESOTERODINE FUMARATE","022030","NDA","02/28/2024","02/29/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1365"
"TPOXX","TECOVIRIMAT","208627","NDA","06/03/2024","06/06/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2965"
"TPOXX","TECOVIRIMAT","214518","NDA","06/03/2024","06/06/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2966"
"TRACLEER","BOSENTAN","021290","NDA","02/08/2024","02/09/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=484"
"TRACLEER","BOSENTAN","209279","NDA","02/08/2024","02/09/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1943"
"TRADJENTA","LINAGLIPTIN","201280","NDA","06/20/2023","06/23/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=644"
"TRALEMENT","CUPRIC SULFATE; MANGANESE SULFATE; SELENIOUS ACID; ZINC SULFATE","209376","NDA","06/30/2021","07/07/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2504"
"TRANDATE","LABETALOL HYDROCHLORIDE","018716","NDA","04/25/2024","04/30/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2948"
"TRANEXAMIC ACID","TRANEXAMIC ACID","212020","NDA","07/16/2020","07/20/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2293"
"TRANSDERM SCOP","SCOPOLAMINE","017874","NDA","03/01/2024","03/04/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1887"
"TRANXENE","CLORAZEPATE DIPOTASSIUM","017105","NDA","01/13/2023","01/19/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=605"
"TRANXENE SD","CLORAZEPATE DIPOTASSIUM","017105","NDA","01/13/2023","01/20/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=613"
"TRAVASOL 10% IN PLASTIC CONTAINER","","018931","NDA","09/23/2020","10/01/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1367"
"TRAVATAN Z","TRAVOPROST","021994","NDA","04/02/2020","04/13/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1284"
"TREANDA","BENDAMUSTINE HYDROCHLORIDE","022249","NDA","10/25/2022","11/04/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=481"
"TRECATOR","ETHIONAMIDE","013026","NDA","08/03/2023","08/04/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=293"
"TRELEGY ELLIPTA","FLUTICASONE FUROATE; UMECLIDINIUM BROMIDE; VILANTEROL TRIFENATATE","209482","NDA","06/02/2023","06/06/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1534"
"TRELSTAR","TRIPTORELIN PAMOATE","020715","NDA","04/12/2024","04/16/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1786"
"TRELSTAR","TRIPTORELIN PAMOATE","021288","NDA","04/12/2024","04/16/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1787"
"TRELSTAR","TRIPTORELIN PAMOATE","022437","NDA","04/12/2024","04/16/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1788"
"TREMFYA","GUSELKUMAB","761061","BLA","09/11/2024","09/12/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1861"
"TRENTAL","PENTOXIFYLLINE","018631","NDA","01/15/2016","07/11/2016","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=21"
"TRESIBA","INSULIN DEGLUDEC","203314","BLA","07/01/2022","07/05/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=617"
