Drug,Application Number,Date,Boxed Warning,Contraindications,Warnings and Precautions,Adverse Reactions,Drug Interactions,Use in Specific Populations,PCI/PI/MG
VIDAZA(NDA-050794),050794,08/23/2016,,,x,x,,x,x
VIDEX(NDA-020156),020156,12/17/2018,,,,,,x,x
VIDEX(NDA-020156),020156,01/25/2018,x,x,x,,x,x,x
VIDEX EC(NDA-021183),021183,12/17/2018,,,,,,x,x
VIDEX EC(NDA-021183),021183,01/25/2018,x,x,x,,x,x,x
VIEKIRA PAK,206619,12/06/2019,,x,,,x,,x
VIEKIRA PAK,206619,07/23/2018,,,,x,x,,x
VIEKIRA PAK,206619,11/09/2017,,,,x,x,,
VIEKIRA PAK,206619,03/22/2017,,x,,,x,,x
VIEKIRA PAK,206619,03/22/2017,,x,,,x,,x
VIEKIRA PAK,206619,02/14/2017,x,,x,,,,x
VIEKIRA PAK,206619,06/21/2016,,,,,x,,
VIEKIRA PAK,206619,04/22/2016,,,,,,x,
VIEKIRA PAK,206619,01/28/2016,,,,,x,,
VIEKIRA XR(NDA-208624),208624,12/06/2019,,x,,,x,,x
VIEKIRA XR(NDA-208624),208624,07/23/2018,,,,x,x,,x
VIEKIRA XR(NDA-208624),208624,11/09/2017,,,,x,x,,
VIEKIRA XR(NDA-208624),208624,03/22/2017,,x,,,x,,x
VIEKIRA XR(NDA-208624),208624,03/22/2017,,x,,,x,,x
VIEKIRA XR(NDA-208624),208624,02/14/2017,x,,x,,,,x
VIGAMOX(NDA-021598),021598,05/11/2020,,,,,,x,
VIGAMOX(NDA-021598),021598,03/14/2017,,,,,,x,x
VIIBRYD(NDA-022567),022567,04/19/2024,,,,,,x,x
VIIBRYD(NDA-022567),022567,08/18/2023,,,x,x,,x,x
VIIBRYD(NDA-022567),022567,09/20/2021,,,x,x,,,x
VIIBRYD(NDA-022567),022567,01/31/2020,,,x,,,x,x
VIIBRYD(NDA-022567),022567,01/04/2017,,,x,,,,x
VIIBRYD(NDA-022567),022567,09/06/2016,,,,x,,,x
VIJOICE(NDA-215039),215039,11/17/2022,,,x,x,,,x
VILTEPSO(NDA-212154),212154,03/10/2021,,,x,,,,
VIMIZIM(BLA-125460),125460,12/04/2019,,,,x,,x,
VIMOVO(NDA-022511),022511,11/21/2024,,,x,x,x,,
VIMOVO(NDA-022511),022511,07/18/2023,,,,x,,,
VIMOVO(NDA-022511),022511,03/04/2022,,,x,x,,,x
VIMOVO(NDA-022511),022511,04/28/2021,,,x,x,,x,x
VIMOVO(NDA-022511),022511,11/27/2020,,x,x,x,,,x
VIMOVO(NDA-022511),022511,07/22/2019,,,,,x,,
VIMOVO(NDA-022511),022511,06/07/2018,,,x,x,,,
VIMOVO(NDA-022511),022511,07/06/2017,,x,,x,x,x,x
VIMOVO(NDA-022511),022511,10/24/2016,,,x,x,,,x
VIMOVO(NDA-022511),022511,05/09/2016,x,,x,,,,x
VIMPAT(NDA-022253),022253,04/28/2023,,,x,x,,x,x
VIMPAT(NDA-022253),022253,09/30/2022,,,,,,x,x
VIMPAT(NDA-022253),022253,10/14/2021,,,,x,,x,x
VIMPAT(NDA-022253),022253,09/15/2021,,,,x,,,
VIMPAT(NDA-022253),022253,11/16/2020,,,x,x,,x,x
VIMPAT(NDA-022253),022253,11/16/2020,,,x,x,,x,x
VIMPAT(NDA-022253),022253,06/11/2019,,,,,,,x
VIMPAT(NDA-022253),022253,01/09/2019,,,,x,,,
VIMPAT(NDA-022253),022253,11/11/2018,,,x,,x,,x
VIMPAT(NDA-022253),022253,11/03/2017,,,x,x,,x,
VIMPAT(NDA-022253),022253,03/24/2017,,,x,,,,x
VIMPAT(NDA-022254),022254,04/28/2023,,,x,x,,x,x
VIMPAT(NDA-022254),022254,09/30/2022,,,,,,x,x
VIMPAT(NDA-022254),022254,10/14/2021,,,,x,,x,x
VIMPAT(NDA-022254),022254,09/15/2021,,,,x,,,
VIMPAT(NDA-022254),022254,11/16/2020,,x,,x,,x,x
VIMPAT(NDA-022254),022254,11/16/2020,,,x,x,,x,x
VIMPAT(NDA-022254),022254,01/09/2019,,,,x,,,
VIMPAT(NDA-022254),022254,11/11/2018,,,x,,x,,x
VIMPAT(NDA-022254),022254,11/03/2017,,,x,x,,x,
VIMPAT(NDA-022254),022254,03/24/2017,,,x,,,,x
VIMPAT(NDA-022255),022255,04/28/2023,,,x,x,,x,x
VIMPAT(NDA-022255),022255,09/30/2022,,,,,,x,x
VIMPAT(NDA-022255),022255,10/14/2021,,,,x,,x,x
VIMPAT(NDA-022255),022255,09/15/2021,,,,x,,,
VIMPAT(NDA-022255),022255,11/16/2020,,,x,x,,x,x
VIMPAT(NDA-022255),022255,11/16/2020,,,x,x,,x,x
VIMPAT(NDA-022255),022255,01/09/2019,,,,x,,,
VIMPAT(NDA-022255),022255,11/11/2018,,,x,,x,,x
VIMPAT(NDA-022255),022255,11/03/2017,,,x,x,,x,
VIMPAT(NDA-022255),022255,03/24/2017,,,x,,,,x
VIOKACE(BLA-022542),022542,02/28/2024,,,x,x,,x,x
VIOKACE(BLA-022542),022542,09/28/2022,,,,,,,x
VIOXX(NDA-021042),021042,05/09/2016,x,,x,,,,x
VIOXX(NDA-021052),021052,05/09/2016,x,,x,,,,x
VIRACEPT(NDA-020778),020778,03/24/2021,,,,,,x,x
VIRACEPT(NDA-020778),020778,09/15/2016,,x,,,,,x
VIRACEPT(NDA-020779),020779,03/24/2021,,,,,,x,x
VIRACEPT(NDA-020779),020779,09/15/2016,,x,,,,,x
VIRACEPT(NDA-021503),021503,03/24/2021,,,,,,x,x
VIRACEPT(NDA-021503),021503,09/15/2016,,x,,,,,x
VIRAMUNE(NDA-020636),020636,06/10/2022,,,,,,x,
VIRAMUNE(NDA-020636),020636,03/27/2017,x,,x,x,x,x,x
VIRAMUNE(NDA-020933),020933,07/22/2024,,,,,,x,x
VIRAMUNE(NDA-020933),020933,06/10/2022,,,,,,x,
VIRAMUNE(NDA-020933),020933,03/27/2017,x,,x,x,x,x,x
VIRAMUNE XR(NDA-201152),201152,07/22/2024,,,,,,x,x
VIRAMUNE XR(NDA-201152),201152,06/10/2022,,,,,,x,
VIRAMUNE XR(NDA-201152),201152,03/27/2017,x,,x,,x,x,x
VIREAD(NDA-021356),021356,04/24/2019,,,,,,x,
VIREAD(NDA-021356),021356,12/11/2018,,,x,x,,x,x
VIREAD(NDA-021356),021356,07/30/2018,,,x,,x,,x
VIREAD(NDA-021356),021356,04/07/2017,,,x,,x,,x
VIREAD(NDA-022577),022577,04/24/2019,,,,,,x,
VIREAD(NDA-022577),022577,12/11/2018,,,x,x,,x,x
VIREAD(NDA-022577),022577,07/30/2018,,,x,,x,,x
VIREAD(NDA-022577),022577,04/07/2017,,,x,,x,,x
VISIONBLUE(NDA-021670),021670,12/18/2023,,,,,,x,
VISIPAQUE 270(NDA-020351),020351,04/25/2023,,,x,,,x,
VISIPAQUE 270(NDA-020351),020351,02/18/2022,,,x,x,,x,x
VISIPAQUE 270(NDA-020351),020351,04/05/2017,,,x,x,,x,x
VISIPAQUE 270(NDA-020808),020808,04/25/2023,,,x,,,x,
VISIPAQUE 270(NDA-020808),020808,02/18/2022,,,x,x,,x,x
VISIPAQUE 270(NDA-020808),020808,04/05/2017,,,x,x,,x,x
VISIPAQUE 320(NDA-020351),020351,04/25/2023,,,x,,,x,
VISIPAQUE 320(NDA-020351),020351,02/18/2022,,,x,x,,x,x
VISIPAQUE 320(NDA-020351),020351,04/05/2017,,,x,x,,x,x
VISIPAQUE 320(NDA-020808),020808,04/25/2023,,,x,,,x,
VISIPAQUE 320(NDA-020808),020808,02/18/2022,,,x,x,,x,x
VISIPAQUE 320(NDA-020808),020808,04/05/2017,,,x,x,,x,x
VISTARIL(NDA-011459),011459,11/08/2016,,,x,x,,,
VISTARIL(NDA-011459),011459,02/18/2016,,x,x,x,,,
VISTARIL(NDA-011795),011795,11/08/2016,,,x,x,,,
VISTARIL(NDA-011795),011795,02/18/2016,,x,x,x,,,
VISUDYNE(NDA-021119),021119,07/09/2021,,,x,x,,x,
VITRAKVI(NDA-210861),210861,11/03/2023,,,x,,,,x
VITRAKVI(NDA-210861),210861,11/23/2022,,,x,x,x,x,x
VITRAKVI(NDA-210861),210861,03/25/2021,,,x,x,,x,x
VITRAKVI(NDA-211710),211710,11/03/2023,,,x,,,,x
VITRAKVI(NDA-211710),211710,11/23/2022,,,x,x,x,x,x
VITRAKVI(NDA-211710),211710,03/25/2021,,,x,x,,x,x
VITRASE(BLA-021640),021640,05/25/2018,,,,,,x,x
VITUZ(NDA-204307),204307,06/28/2018,x,x,x,x,x,x,x
VITUZ(NDA-204307),204307,01/13/2017,x,,x,,x,,x
VIVELLE(NDA-020323),020323,02/15/2024,,,x,,,,
VIVELLE(NDA-020323),020323,11/01/2017,,,x,,,,
VIVELLE-DOT(NDA-020538),020538,02/15/2024,,,x,,,,
VIVELLE-DOT(NDA-020538),020538,10/04/2021,,,,,,x,
VIVELLE-DOT(NDA-020538),020538,10/04/2021,x,,,,,,x
VIVELLE-DOT(NDA-020538),020538,11/01/2017,,,x,,,,
VIVIMUSTA(NDA-212209),212209,02/27/2024,,,,x,,,
VIVITROL(NDA-021897),021897,09/30/2022,,,x,,,,
VIVITROL(NDA-021897),021897,03/04/2021,,,x,,,,x
VIVITROL(NDA-021897),021897,09/06/2019,,,x,x,,,x
VIVITROL(NDA-021897),021897,12/28/2018,,,,x,,x,x
VIVJOA(NDA-215888),215888,04/11/2024,,,,,,x,x
VIVLODEX(NDA-207233),207233,11/21/2024,,,x,x,,,
VIVLODEX(NDA-207233),207233,04/28/2021,,,x,,,x,x
VIZAMYL(NDA-203137),203137,01/10/2020,,,,,,x,
VIZIMPRO(NDA-211288),211288,12/18/2020,,,,,,x,
VOCABRIA(NDA-212887),212887,09/20/2024,,,,,,x,
VOCABRIA(NDA-212887),212887,09/20/2024,,,,x,,x,
VOCABRIA(NDA-212887),212887,12/13/2023,,,x,x,,x,x
VOCABRIA(NDA-212887),212887,02/27/2023,,,,x,,,
VOCABRIA(NDA-212887),212887,03/29/2022,,,,x,,x,x
VOCABRIA(NDA-212887),212887,03/29/2022,,,,x,,x,x
VOCABRIA(NDA-212887),212887,03/23/2022,,,,x,,,
VOCABRIA(NDA-212887),212887,01/31/2022,,,x,x,,,x
VOCABRIA(NDA-212887),212887,12/20/2021,,x,x,x,x,x,x
VOGELXO(NDA-204399),204399,04/30/2020,,x,,,,x,
VOGELXO(NDA-204399),204399,10/25/2016,,,x,,,,
VOLTAREN(NDA-019201),019201,04/28/2021,,,x,,,x,x
VOLTAREN(NDA-019201),019201,05/09/2016,x,,x,,,,x
VOLTAREN(NDA-022122),022122,05/09/2016,x,,x,,,,x
VOLTAREN ARTHRITIS PAIN(NDA-022122),022122,11/03/2021,,,x,,,,
VOLTAREN-XR(NDA-020254),020254,04/28/2021,,,x,,,x,x
VOLTAREN-XR(NDA-020254),020254,05/09/2016,x,,x,,,,x
VONJO(NDA-208712),208712,11/12/2024,,,x,,x,,x
VOQUEZNA DUAL PAK(NDA-215153),215153,07/31/2024,,,x,x,x,x,x
VOQUEZNA DUAL PAK(NDA-215153),215153,05/01/2024,,,x,x,,,
VOQUEZNA DUAL PAK(NDA-215153),215153,08/16/2023,,x,,,x,,
VOQUEZNA TRIPLE PAK(NDA-215152),215152,07/31/2024,,,x,x,x,x,x
VOQUEZNA TRIPLE PAK(NDA-215152),215152,05/01/2024,,,x,x,,,
VOQUEZNA TRIPLE PAK(NDA-215152),215152,08/16/2023,,x,,,x,,
VORAXAZE(BLA-125327),125327,08/13/2019,,,x,x,x,x,x
VORICONAZOLE(NDA-208562),208562,01/03/2023,,x,x,x,x,,
VORICONAZOLE(NDA-208562),208562,08/16/2022,,,x,x,,,x
VORICONAZOLE(NDA-208562),208562,12/17/2021,,x,x,x,x,x,
VORICONAZOLE(NDA-208562),208562,03/26/2018,,,,,,x,x
VOSEVI(NDA-209195),209195,11/15/2019,,,,,,x,
VOSEVI(NDA-209195),209195,09/27/2019,,,x,x,x,x,x
VOSEVI(NDA-209195),209195,11/09/2017,,,,,x,,
VOTRIENT(NDA-022465),022465,01/25/2024,,,x,,,x,
VOTRIENT(NDA-022465),022465,09/22/2021,,,,x,,x,x
VOTRIENT(NDA-022465),022465,09/22/2021,,,,x,,x,x
VOTRIENT(NDA-022465),022465,08/17/2020,,,x,x,x,x,x
VOTRIENT(NDA-022465),022465,07/17/2020,,,,x,,,
VOTRIENT(NDA-022465),022465,06/02/2020,,,x,x,,,x
VOTRIENT(NDA-022465),022465,05/31/2017,,,x,,,x,x
VOTRIENT(NDA-022465),022465,05/31/2017,,,,x,,,
VOTRIENT(NDA-022465),022465,08/05/2016,,,,x,,,
VOTRIENT(NDA-022465),022465,05/20/2016,,,,,,x,x
VOXZOGO(NDA-214938),214938,11/04/2024,,,,x,,,
VPRIV(BLA-022575),022575,07/10/2024,x,,x,,,,x
VPRIV(BLA-022575),022575,12/10/2020,,,x,x,,x,
VPRIV(BLA-022575),022575,11/06/2019,,,,,,x,
VPRIV(BLA-022575),022575,07/30/2019,,,x,x,,,
VRAYLAR(NDA-204370),204370,11/22/2024,,,,,x,,
VRAYLAR(NDA-204370),204370,12/16/2022,,,x,x,,x,
VRAYLAR(NDA-204370),204370,05/24/2019,,,x,x,,x,x
VRAYLAR(NDA-204370),204370,11/28/2018,,,,,,x,
VRAYLAR(NDA-204370),204370,11/09/2017,,,,x,,,x
VRAYLAR(NDA-204370),204370,02/23/2017,,,x,x,,,
VTAMA(NDA-215272),215272,12/12/2024,,,,x,,x,x
VUITY(NDA-214028),214028,04/06/2023,,,,,,x,
VUITY(NDA-214028),214028,03/28/2023,,,,x,,x,
VUITY(NDA-214028),214028,08/16/2022,,,x,x,,,x
VUMERITY(NDA-211855),211855,03/22/2024,,,,,,x,x
VUMERITY(NDA-211855),211855,12/13/2023,,,x,x,,,x
VUMERITY(NDA-211855),211855,02/10/2023,,,x,,,,
VUMERITY(NDA-211855),211855,09/29/2022,,,,x,,,
VUMERITY(NDA-211855),211855,02/10/2022,,,,x,,,
VUMERITY(NDA-211855),211855,01/29/2021,,,,x,,,
VUMERITY(NDA-211855),211855,08/21/2020,,,x,x,,,x
VUSION(NDA-021026),021026,08/30/2018,,,x,,,x,
VYEPTI(BLA-761119),761119,10/21/2022,,,x,x,,,
VYEPTI(BLA-761119),761119,09/24/2021,,x,x,x,,,x
VYLEESI,210557,10/23/2020,,,,x,,,x
VYNDAMAX(NDA-212161),212161,10/17/2023,,,,,,,x
VYNDAMAX(NDA-212161),212161,06/01/2021,,,,,x,,x
VYNDAQEL(NDA-211996),211996,10/17/2023,,,,,,,x
VYNDAQEL(NDA-211996),211996,06/01/2021,,,,,x,,x
VYONDYS 53(NDA-211970),211970,06/04/2024,,x,x,x,,,x
VYONDYS 53(NDA-211970),211970,02/11/2021,,,,x,,,x
VYTORIN(NDA-021687),021687,03/28/2024,,,,x,,,
VYTORIN(NDA-021687),021687,02/08/2024,,,,,,x,
VYTORIN(NDA-021687),021687,02/08/2024,,,,x,,,
VYTORIN(NDA-021687),021687,02/08/2024,,x,x,x,x,x,x
VYTORIN(NDA-021687),021687,09/25/2020,,,x,,,,
VYTORIN(NDA-021687),021687,10/04/2019,,,x,,x,,x
VYTORIN(NDA-021687),021687,04/02/2019,,,x,,x,x,x
VYTORIN(NDA-021687),021687,02/28/2018,,,x,x,,x,x
VYVANSE(NDA-021977),021977,10/13/2023,x,,x,x,,,x
VYVANSE(NDA-021977),021977,02/25/2022,,,,x,,,
VYVANSE(NDA-021977),021977,11/02/2021,,,,,,,x
VYVANSE(NDA-021977),021977,07/29/2021,,,x,x,,x,x
VYVANSE(NDA-021977),021977,07/31/2017,,,,x,,,
VYVANSE(NDA-021977),021977,05/19/2017,,,,x,,,
VYVANSE(NDA-021977),021977,01/28/2017,,,,,,,x
VYVANSE(NDA-021977),021977,01/06/2017,,x,x,x,x,,x
VYVANSE(NDA-021977),021977,10/14/2016,,,x,x,x,x,x
VYVANSE(NDA-208510),208510,10/13/2023,x,,x,x,,,x
VYVANSE(NDA-208510),208510,02/25/2022,,,,x,,,
VYVANSE(NDA-208510),208510,11/02/2021,,,,,,,x
VYVANSE(NDA-208510),208510,07/29/2021,,,x,x,,x,x
VYVANSE(NDA-208510),208510,07/31/2017,,,,x,,,
VYVANSE(NDA-208510),208510,05/19/2017,,,,x,,,
VYVGART(BLA-761195),761195,08/08/2024,,,x,,,,
VYVGART(BLA-761195),761195,07/24/2024,,,,,,x,x
VYVGART HYTRULO(BLA-761304),761304,08/08/2024,,,x,,,,
VYVGART HYTRULO(BLA-761304),761304,06/21/2024,,,,x,,,
VYVGART HYTRULO(BLA-761304),761304,06/21/2024,,,,,,x,x
VYVGART HYTRULO(BLA-761304),761304,12/12/2023,,x,x,x,,,x
VYXEOS(NDA-209401),209401,09/27/2022,,,,x,,x,
VYXEOS(NDA-209401),209401,03/30/2021,,,x,,,x,
WAKIX(NDA-211150),211150,06/21/2024,,,,x,,x,
WAKIX(NDA-211150),211150,12/22/2022,,,,,,x,
WEGOVY(NDA-215256),215256,11/27/2024,,,x,x,,x,x
WEGOVY(NDA-215256),215256,11/01/2024,,,x,x,,,x
WEGOVY(NDA-215256),215256,03/08/2024,,,x,x,,x,x
WEGOVY(NDA-215256),215256,07/21/2023,,,,x,,x,x
WEGOVY(NDA-215256),215256,12/23/2022,,,x,x,,x,x
WELCHOL(NDA-021176),021176,10/20/2021,,,,,,x,
WELCHOL(NDA-021176),021176,05/12/2020,,,,x,,x,
WELCHOL(NDA-021176),021176,05/21/2019,,,x,x,x,,x
WELCHOL(NDA-021176),021176,01/16/2019,,,,,,x,x
WELCHOL(NDA-022362),022362,10/20/2021,,,,,,x,
WELCHOL(NDA-022362),022362,05/12/2020,,,,x,,x,
WELCHOL(NDA-022362),022362,05/21/2019,,,x,x,x,,x
WELCHOL(NDA-022362),022362,01/16/2019,,,,,,x,x
WELCHOL(NDA-210895),210895,05/12/2020,,,,x,,x,
WELIREG(NDA-215383),215383,12/14/2023,,,x,x,,x,
WELLBUTRIN(NDA-018644),018644,05/07/2024,,,,x,,,
WELLBUTRIN(NDA-018644),018644,12/06/2022,,,,x,,,
WELLBUTRIN(NDA-018644),018644,11/05/2019,,,,,,x,x
WELLBUTRIN(NDA-018644),018644,08/11/2017,,,,x,,,
WELLBUTRIN(NDA-018644),018644,05/10/2017,,,,,x,,x
WELLBUTRIN(NDA-018644),018644,05/04/2017,,,x,,,,x
WELLBUTRIN(NDA-018644),018644,04/25/2016,,,,x,,,
WELLBUTRIN SR(NDA-020358),020358,05/07/2024,,,,x,,,
WELLBUTRIN SR(NDA-020358),020358,12/06/2022,,,,x,,,
WELLBUTRIN SR(NDA-020358),020358,11/05/2019,,,,,,x,x
WELLBUTRIN SR(NDA-020358),020358,08/11/2017,,,,x,,,
WELLBUTRIN SR(NDA-020358),020358,05/10/2017,,,,,x,,x
WELLBUTRIN SR(NDA-020358),020358,05/04/2017,,,x,,,,x
WELLBUTRIN SR(NDA-020358),020358,04/25/2016,,,,x,,,
WELLBUTRIN XL(NDA-021515),021515,05/07/2024,,,,x,,,
WELLBUTRIN XL(NDA-021515),021515,03/04/2022,,,,x,,,
WELLBUTRIN XL(NDA-021515),021515,07/08/2021,,,,,,,x
WELLBUTRIN XL(NDA-021515),021515,11/05/2019,,,,,,x,x
WELLBUTRIN XL(NDA-021515),021515,05/04/2017,,,x,,,,x
WEZLANA(BLA-761285),761285,12/26/2024,,,,x,x,x,x
WEZLANA(BLA-761331),761331,12/26/2024,,,,x,x,x,x
XACIATO(NDA-215650),215650,03/06/2023,,,,x,,,x
XADAGO(NDA-207145),207145,08/09/2021,,,,x,,,
XADAGO(NDA-207145),207145,11/25/2019,,,x,x,x,x,x
XALATAN(NDA-020597),020597,12/19/2022,,,,x,,,
XALATAN(NDA-020597),020597,09/01/2020,,,x,,,x,x
XALATAN(NDA-020597),020597,04/10/2017,,,,x,,,
XALKORI(NDA-202570),202570,09/07/2023,,,x,,,,x
XALKORI(NDA-202570),202570,07/14/2022,,,x,x,,x,x
XALKORI(NDA-202570),202570,09/22/2021,,,,x,,,x
XALKORI(NDA-202570),202570,01/14/2021,,,x,x,,x,x
XALKORI(NDA-202570),202570,06/25/2019,,,,x,x,x,
XALKORI(NDA-202570),202570,12/06/2018,,,x,x,x,x,x
XALKORI(NDA-202570),202570,11/30/2018,,,x,x,x,x,
XALKORI(NDA-202570),202570,02/07/2018,,,,,,x,x
XALKORI(NDA-202570),202570,01/24/2017,,,,x,,,
XALKORI(NDA-202570),202570,04/29/2016,,,,x,,,
XANAX(NDA-018276),018276,01/13/2023,,,x,,,x,x
XANAX(NDA-018276),018276,03/01/2021,,x,x,x,x,x,x
XANAX(NDA-018276),018276,02/05/2021,x,,x,,,,x
XANAX(NDA-018276),018276,12/16/2016,x,,x,,x,,x
XANAX XR(NDA-021434),021434,01/13/2023,,,x,,,x,x
XANAX XR(NDA-021434),021434,03/01/2021,,x,x,x,x,x,x
XANAX XR(NDA-021434),021434,02/05/2021,x,,x,,,,x
XANAX XR(NDA-021434),021434,12/16/2016,x,,x,,x,,x
XARELTO(NDA-022406),022406,02/08/2023,,,,x,,,
XARELTO(NDA-022406),022406,03/01/2022,,,x,x,,x,x
XARELTO(NDA-022406),022406,08/23/2021,,,,x,,x,
XARELTO(NDA-022406),022406,01/28/2021,,,,,,x,
XARELTO(NDA-022406),022406,03/10/2020,,,x,,,,
XARELTO(NDA-022406),022406,11/15/2019,x,,,,,x,
XARELTO(NDA-022406),022406,10/11/2019,,,x,x,,x,x
XARELTO(NDA-022406),022406,08/23/2019,,,x,,,,x
XARELTO(NDA-022406),022406,01/15/2019,,,x,x,,x,x
XARELTO(NDA-022406),022406,01/15/2019,,,x,x,,x,x
XARELTO(NDA-022406),022406,11/07/2018,,,x,,,,
XARELTO(NDA-022406),022406,07/30/2018,,,x,,,,
XARELTO(NDA-022406),022406,10/27/2017,,,,x,,x,x
XARELTO(NDA-022406),022406,06/28/2017,,,x,,x,,
XARELTO(NDA-022406),022406,08/25/2016,,,x,,,,
XARELTO(NDA-022406),022406,08/17/2016,,,x,x,x,x,x
XARELTO(NDA-202439),202439,03/01/2022,,,x,x,,x,x
XARELTO(NDA-202439),202439,08/23/2021,,,,x,,x,
XARELTO(NDA-202439),202439,01/28/2021,,,,,,x,
XARELTO(NDA-202439),202439,03/10/2020,,x,,,,,
XARELTO(NDA-202439),202439,10/11/2019,,,x,x,,x,x
XARELTO(NDA-202439),202439,08/23/2019,,,x,,,,x
XARELTO(NDA-202439),202439,02/01/2019,,,,x,,,
XARELTO(NDA-202439),202439,10/11/2018,,,x,x,,x,x
XARELTO(NDA-202439),202439,07/27/2018,,,x,,,,
XARELTO(NDA-202439),202439,06/27/2018,,,x,,,,
XARELTO(NDA-202439),202439,02/08/2018,,,,x,,x,x
XARELTO(NDA-202439),202439,03/29/2017,,,x,,x,,
XARELTO(NDA-202439),202439,10/05/2016,,,x,,x,,
XARELTO(NDA-202439),202439,05/06/2016,,,x,,,x,x
XARTEMIS XR(NDA-204031),204031,09/18/2018,x,,x,,,,
XARTEMIS XR(NDA-204031),204031,12/16/2016,x,x,x,x,x,x,x
XATMEP(NDA-208400),208400,03/15/2018,,,,,x,,x
XCOPRI(NDA-212839),212839,04/05/2024,,,,,,,x
XCOPRI(NDA-212839),212839,04/05/2024,,,,,,x,
XCOPRI(NDA-212839),212839,01/26/2024,,,,x,,,
XCOPRI(NDA-212839),212839,06/27/2022,,,,x,,,
XCOPRI(NDA-212839),212839,06/27/2022,,,,,,x,
XCOPRI(NDA-212839),212839,08/31/2020,,,,,,,x
XELJANZ(NDA-203214),203214,09/27/2024,,,,,,x,
XELJANZ(NDA-203214),203214,05/14/2024,,,,x,,,x
XELJANZ(NDA-203214),203214,12/14/2021,,,,x,x,,x
XELJANZ(NDA-203214),203214,12/02/2021,x,,x,x,,,x
XELJANZ(NDA-203214),203214,09/25/2020,,,x,x,,x,x
XELJANZ(NDA-203214),203214,12/12/2019,,,x,,,,x
XELJANZ(NDA-203214),203214,07/25/2019,x,,x,x,,,x
XELJANZ(NDA-203214),203214,10/18/2018,,,x,x,,x,x
XELJANZ(NDA-203214),203214,05/30/2018,,,x,x,x,x,x
XELJANZ(NDA-203214),203214,12/14/2017,x,,x,x,x,x,x
XELJANZ(NDA-203214),203214,08/22/2017,,,x,,,x,x
XELJANZ(NDA-203214),203214,08/22/2017,,,x,,,,
XELJANZ(NDA-213082),213082,09/27/2024,,,,,,x,
XELJANZ(NDA-213082),213082,05/14/2024,,,,x,,,x
XELJANZ(NDA-213082),213082,12/14/2021,,,,x,x,,x
XELJANZ(NDA-213082),213082,12/02/2021,x,,x,x,,,x
XELJANZ XR(NDA-208246),208246,09/27/2024,,,,,,x,
XELJANZ XR(NDA-208246),208246,05/14/2024,,,,x,,,x
XELJANZ XR(NDA-208246),208246,12/14/2021,,,,x,x,,x
XELJANZ XR(NDA-208246),208246,12/02/2021,x,,x,x,,,x
XELJANZ XR(NDA-208246),208246,12/12/2019,,,x,,,,x
XELJANZ XR(NDA-208246),208246,07/25/2019,x,,x,x,,,x
XELJANZ XR(NDA-208246),208246,10/18/2018,,,x,x,,x,x
XELJANZ XR(NDA-208246),208246,12/14/2017,x,,x,x,x,x,x
XELJANZ XR(NDA-208246),208246,08/22/2017,,,x,,,x,x
XELJANZ XR(NDA-208246),208246,08/22/2017,,,x,,,,
XELODA(NDA-020896),020896,12/14/2022,,,,,,,
XELODA(NDA-020896),020896,12/14/2022,,,,,,,
XELODA(NDA-020896),020896,12/14/2022,,,,,,,
XELODA(NDA-020896),020896,12/14/2022,,,,,,,
XELODA(NDA-020896),020896,12/14/2022,,,,,,,
XELODA(NDA-020896),020896,12/14/2022,,,,,,,
XELODA(NDA-020896),020896,12/14/2022,,,,,,,
XELODA(NDA-020896),020896,12/14/2022,,,,,,,
XELODA(NDA-020896),020896,05/19/2021,,,,x,,,x
XELODA(NDA-020896),020896,02/22/2019,,,,x,x,,x
XELODA(NDA-020896),020896,12/14/2016,,,x,x,,x,x
XELPROS(NDA-206185),206185,10/09/2024,,,,x,,,
XELPROS(NDA-206185),206185,12/21/2020,,,,,,x,x
XELSTRYM(NDA-215401),215401,10/13/2023,x,,x,x,,,x
XELSTRYM(NDA-215401),215401,08/16/2022,,,,,,,x
XENAZINE(NDA-021894),021894,09/13/2017,,x,x,x,x,x,
XENICAL(NDA-020766),020766,11/17/2022,,,x,x,x,x,x
XENICAL(NDA-020766),020766,08/12/2016,,,x,,x,,x
XENPOZYME(BLA-761261),761261,12/05/2023,x,,x,,,,x
Xeomin(BLA-125360),125360,07/05/2024,,,x,x,,,x
Xeomin(BLA-125360),125360,09/08/2023,,,x,,,,
Xeomin(BLA-125360),125360,08/13/2021,,,,x,,,
Xeomin(BLA-125360),125360,12/18/2020,,,,x,,x,x
Xeomin(BLA-125360),125360,08/18/2020,,,x,x,,x,x
Xeomin(BLA-125360),125360,05/10/2019,,x,x,x,x,x,x
Xeomin(BLA-125360),125360,07/03/2018,,,,x,,x,
XERESE(NDA-022436),022436,12/11/2019,,,,,,x,x
XERMELO(NDA-208794),208794,09/26/2022,,x,x,x,,,
XERMELO(NDA-208794),208794,10/26/2020,,,,,x,x,
XGEVA(BLA-125320),125320,06/09/2020,,,,x,,x,
XGEVA(BLA-125320),125320,02/10/2020,,,x,,,,
XGEVA(BLA-125320),125320,05/08/2019,,,,x,,,
XGEVA(BLA-125320),125320,05/08/2019,,,,x,,,
XGEVA(BLA-125320),125320,06/07/2018,,,x,x,,x,x
XGEVA(BLA-125320),125320,05/18/2018,,x,x,x,,x,x
